compound,lap_age,track_temp,degradation_percent,lap_time_loss
Soft,44,53.3,100.0,5.081
Medium,13,33.7,17.17,0.748
Medium,39,35.0,68.75,2.746
Hard,45,46.1,17.73,0.773
Medium,1,42.9,0.99,0.05
Hard,42,54.3,16.44,0.75
Soft,32,17.1,84.57,4.089
Medium,19,32.3,28.08,1.142
Medium,34,37.9,69.82,2.859
Hard,0,19.2,0.0,0.0
Hard,39,42.1,15.62,0.729
Medium,24,21.5,30.52,1.413
Medium,13,42.8,22.98,1.006
Hard,25,40.9,10.34,0.504
Medium,27,28.9,43.71,1.982
Hard,1,43.2,0.31,0.015
Soft,22,50.6,100.0,3.937
Soft,14,39.8,100.0,4.468
Medium,3,54.6,4.8,0.238
Soft,24,53.5,100.0,4.241
Medium,43,17.8,53.68,2.548
Medium,15,29.4,18.66,0.933
Hard,2,32.2,0.69,0.032
Medium,0,16.4,0.0,0.0
Medium,32,45.9,73.82,3.044
Medium,5,54.2,8.85,0.367
Medium,23,45.1,45.63,2.009
Hard,9,32.0,3.37,0.141
Medium,37,36.9,71.55,3.637
Hard,27,22.7,8.54,0.364
Soft,26,40.5,100.0,4.055
Medium,10,15.5,8.91,0.362
Soft,12,53.7,100.0,4.524
Soft,10,48.2,93.71,3.617
Soft,37,33.3,100.0,4.795
Medium,12,45.6,22.72,0.961
Medium,6,52.7,9.6,0.475
Soft,44,36.3,100.0,4.455
Medium,41,33.3,67.39,3.231
Hard,23,28.9,7.44,0.375
Medium,31,32.4,53.71,2.583
Soft,2,49.2,9.24,0.388
Soft,18,21.3,54.51,2.547
Medium,5,50.1,7.87,0.375
Soft,21,33.5,100.0,4.872
Hard,13,41.4,5.25,0.247
Medium,19,16.7,20.33,0.848
Soft,32,20.5,100.0,4.647
Hard,0,51.5,0.0,0.0
Hard,35,44.4,13.39,0.605
Soft,0,53.2,0.0,0.0
Medium,11,28.0,15.0,0.731
Medium,25,28.9,37.46,1.789
Hard,25,49.8,10.45,0.455
Soft,28,34.1,100.0,4.53
Soft,1,44.8,2.9,0.114
Medium,32,24.6,43.41,1.787
Soft,36,45.5,100.0,4.742
Soft,22,51.8,100.0,4.842
Medium,37,40.2,75.54,3.771
Soft,6,19.3,11.22,0.573
Hard,0,23.3,0.0,0.0
Soft,30,27.4,100.0,4.824
Hard,35,24.6,12.99,0.574
Medium,15,19.9,16.56,0.759
Medium,34,48.5,69.03,3.416
Soft,28,48.3,100.0,4.714
Hard,35,41.9,12.57,0.638
Soft,26,18.3,76.64,3.33
Medium,1,35.0,0.9,0.037
Medium,1,20.9,0.69,0.033
Hard,10,26.8,3.36,0.169
Hard,31,47.8,11.71,0.541
Hard,3,32.2,1.02,0.042
Soft,3,40.6,12.07,0.572
Medium,7,24.3,7.77,0.351
Soft,13,33.4,76.29,2.929
Medium,19,48.9,40.89,1.984
Hard,31,27.9,11.93,0.571
Soft,17,25.2,76.16,3.568
Medium,25,17.4,29.4,1.512
Medium,30,33.3,53.85,2.726
Soft,0,30.5,0.0,0.0
Soft,5,20.6,8.35,0.372
Medium,19,15.7,18.21,0.896
Medium,35,33.2,63.59,2.602
Medium,1,16.6,0.63,0.031
Soft,6,50.1,43.72,2.013
Soft,28,50.9,100.0,4.582
Hard,27,46.0,9.89,0.464
Medium,35,32.5,56.31,2.369
Medium,0,19.7,0.0,0.0
Medium,12,18.0,11.54,0.478
Soft,42,47.8,100.0,4.459
Soft,6,16.6,7.05,0.288
Medium,8,32.9,10.18,0.409
Soft,32,37.7,100.0,4.284
Hard,23,47.3,8.44,0.338
Hard,10,43.8,3.58,0.15
Hard,44,35.2,15.15,0.774
Hard,13,26.2,4.71,0.199
Hard,17,48.9,6.47,0.31
Hard,0,38.8,0.0,0.0
Soft,24,52.0,100.0,4.316
Hard,44,15.7,13.47,0.597
Medium,28,45.5,59.7,2.434
Medium,32,17.8,35.74,1.816
Medium,32,36.5,58.53,2.887
Soft,38,50.1,100.0,3.98
Medium,32,29.9,50.32,2.149
Soft,2,15.8,1.43,0.067
Soft,2,35.1,5.45,0.227
Soft,18,19.6,45.97,1.935
Medium,0,53.8,0.0,0.0
Medium,34,45.2,75.71,3.09
Hard,6,37.7,2.22,0.102
Medium,29,47.9,61.45,2.821
Medium,5,49.7,8.03,0.335
Medium,5,20.8,4.82,0.187
Hard,15,51.7,5.52,0.214
Soft,5,19.6,8.6,0.352
Medium,30,51.1,64.46,3.236
Hard,19,54.9,7.75,0.337
Soft,11,43.4,90.43,4.537
Soft,36,49.5,100.0,5.079
Hard,31,22.4,10.59,0.535
Medium,1,33.6,0.79,0.036
Hard,5,37.2,1.78,0.079
Soft,23,50.9,100.0,4.884
Hard,43,20.9,15.28,0.722
Soft,19,52.5,100.0,3.831
Hard,24,36.7,8.19,0.352
Medium,5,20.7,4.05,0.203
Medium,45,54.6,100.0,4.258
Hard,23,30.9,7.34,0.379
Medium,28,30.4,46.77,1.812
Medium,3,28.7,2.89,0.119
Hard,18,53.3,7.12,0.295
Hard,8,37.6,2.81,0.124
Soft,44,27.0,100.0,4.416
Soft,20,19.3,57.05,2.784
Hard,10,41.2,3.42,0.143
Hard,35,27.4,11.89,0.474
Medium,43,49.7,95.24,4.213
Soft,4,49.5,22.66,0.904
Medium,27,34.3,49.42,1.989
Medium,23,18.1,25.49,1.036
Medium,37,20.6,48.01,2.268
Hard,18,16.8,5.58,0.26
Hard,30,47.2,13.29,0.591
Medium,4,41.3,5.34,0.222
Hard,35,27.5,12.33,0.56
Medium,16,40.7,24.46,1.129
Medium,15,31.9,23.37,1.039
Medium,13,22.5,14.24,0.653
Hard,24,26.0,7.58,0.298
Medium,37,49.9,85.76,3.356
Soft,8,47.4,60.16,2.349
Soft,37,43.5,100.0,4.502
Hard,26,50.6,10.01,0.475
Medium,36,28.5,58.35,2.803
Medium,20,34.4,31.72,1.512
Soft,13,44.3,100.0,4.005
Soft,27,47.7,100.0,4.094
Soft,25,51.1,100.0,5.057
Medium,38,52.4,98.6,4.739
Medium,16,47.3,29.1,1.4
Hard,31,38.2,11.91,0.577
Soft,2,52.0,10.61,0.484
Hard,5,32.4,1.59,0.081
Hard,35,32.9,12.09,0.537
Medium,19,28.7,27.57,1.241
Soft,44,53.4,100.0,5.007
Hard,8,22.2,2.45,0.124
Medium,3,33.1,3.2,0.137
Hard,11,18.1,3.11,0.144
Medium,30,28.4,49.31,2.322
Medium,40,32.8,69.23,3.506
Medium,5,51.7,8.68,0.362
Hard,0,35.0,0.0,0.0
Hard,18,36.2,7.2,0.349
Hard,23,39.4,8.21,0.339
Soft,3,24.8,6.13,0.28
Soft,24,25.3,100.0,4.364
Hard,1,48.2,0.37,0.014
Medium,13,24.8,16.97,0.714
Hard,3,47.9,1.08,0.05
Hard,24,29.8,8.53,0.36
Medium,25,29.6,34.59,1.324
Soft,30,26.0,100.0,5.036
Hard,12,33.5,4.15,0.178
Hard,1,53.8,0.36,0.016
Medium,36,32.8,64.98,2.536
Medium,9,47.2,15.53,0.691
Medium,39,30.0,67.47,3.283
Soft,18,41.1,100.0,4.456
Medium,19,24.0,22.63,1.061
Soft,35,19.5,100.0,5.006
Soft,33,26.2,100.0,4.367
Medium,11,20.7,12.55,0.58
Medium,1,28.8,0.73,0.036
Hard,44,37.5,17.83,0.879
Soft,19,47.3,100.0,5.169
Medium,32,21.6,46.32,1.953
Medium,7,21.1,7.17,0.37
Medium,10,45.6,18.06,0.727
Soft,30,18.7,87.74,3.96
Hard,45,31.3,16.17,0.767
Hard,37,52.3,15.93,0.632
Medium,18,47.9,31.58,1.522
Soft,6,28.2,20.89,1.024
Hard,3,23.6,0.98,0.047
Soft,25,40.2,100.0,4.35
Medium,44,19.0,62.61,3.065
Hard,12,28.7,3.66,0.17
Medium,45,42.6,100.0,5.016
Medium,40,21.6,60.52,2.626
Soft,4,42.6,22.08,0.931
Medium,21,43.0,38.54,1.633
Soft,26,25.5,100.0,4.096
Hard,5,18.3,1.54,0.059
Hard,3,35.8,0.96,0.044
Medium,13,39.9,19.74,0.813
Hard,37,27.6,14.15,0.557
Medium,41,38.9,78.03,3.418
Medium,14,20.5,14.3,0.73
Soft,29,39.0,100.0,5.141
Medium,2,40.2,2.05,0.097
Soft,27,30.8,100.0,4.703
Soft,25,26.4,100.0,4.161
Soft,9,48.4,71.24,2.739
Hard,16,38.1,6.04,0.272
Medium,43,26.9,65.47,3.132
Hard,12,20.2,3.51,0.18
Medium,4,16.6,3.26,0.131
Medium,22,37.4,40.77,2.096
Medium,32,49.4,73.98,3.673
Medium,38,17.5,46.59,1.822
Soft,37,43.9,100.0,3.925
Medium,10,30.9,12.96,0.617
Hard,26,25.5,8.79,0.364
Medium,6,48.3,9.4,0.426
Hard,31,36.6,12.63,0.552
Soft,35,35.3,100.0,4.164
Medium,43,42.1,96.0,4.057
Soft,25,35.4,100.0,5.043
Soft,35,23.2,100.0,5.065
Medium,0,16.5,0.0,0.0
Medium,12,22.2,13.96,0.601
Medium,4,26.5,4.32,0.189
Medium,17,30.2,24.04,1.131
Hard,9,22.8,2.92,0.123
Medium,28,32.4,49.82,1.942
Soft,22,18.4,54.94,2.309
Medium,5,24.0,5.09,0.206
Hard,28,40.7,10.74,0.506
Hard,15,21.9,4.86,0.21
Medium,17,54.1,35.43,1.387
Medium,28,48.8,55.35,2.604
Hard,18,23.8,5.8,0.293
Soft,5,51.6,36.81,1.642
Medium,13,17.8,13.21,0.556
Medium,8,19.1,7.03,0.316
Soft,45,50.5,100.0,4.983
Medium,25,37.5,46.05,1.992
Hard,6,45.8,2.16,0.094
Medium,10,53.7,16.97,0.786
Soft,31,47.9,100.0,4.994
Soft,45,16.5,100.0,4.095
Soft,0,46.4,0.0,0.0
Soft,18,40.3,100.0,4.928
Medium,1,48.3,1.1,0.052
Soft,37,53.0,100.0,4.051
Soft,14,19.9,34.57,1.58
Soft,24,19.7,70.83,3.659
Soft,33,23.1,100.0,4.917
Soft,28,53.8,100.0,4.64
Medium,17,46.5,29.98,1.422
Soft,11,15.2,13.67,0.642
Soft,14,41.9,100.0,5.01
Medium,3,23.8,2.5,0.096
Soft,37,40.0,100.0,4.663
Medium,3,34.2,2.94,0.125
Soft,1,53.0,4.07,0.192
Soft,33,29.5,100.0,4.391
Soft,16,19.4,38.64,1.548
Hard,30,16.0,8.99,0.437
Soft,28,38.4,100.0,3.877
Soft,8,23.3,23.39,0.933
Hard,13,35.4,4.6,0.21
Soft,11,43.2,93.22,4.056
Medium,44,30.6,73.88,3.312
Hard,13,42.4,5.19,0.263
Soft,27,50.4,100.0,4.072
Medium,41,54.2,100.0,4.613
Hard,34,30.9,12.22,0.479
Medium,41,38.9,82.91,3.485
Medium,36,44.8,83.24,4.111
Medium,1,18.7,0.63,0.027
Medium,14,45.9,25.0,1.257
Soft,17,36.4,100.0,4.751
Soft,38,45.7,100.0,3.97
Soft,9,35.1,47.82,1.967
Soft,9,47.6,75.47,3.777
Hard,10,29.8,3.19,0.135
Soft,11,19.8,27.04,1.369
Hard,1,38.5,0.32,0.013
Hard,24,54.2,11.02,0.552
Soft,25,42.7,100.0,5.087
Hard,29,48.3,10.66,0.508
Medium,11,28.3,14.04,0.683
Soft,6,26.2,16.77,0.85
Hard,18,21.6,5.31,0.224
Hard,26,42.5,9.77,0.501
Hard,43,36.6,16.05,0.8
Soft,15,54.6,100.0,4.749
Soft,15,46.8,100.0,5.062
Medium,24,30.4,39.36,2.014
Soft,31,51.2,100.0,4.006
Hard,10,53.9,3.66,0.184
Soft,20,54.2,100.0,4.415
Medium,41,53.9,92.09,3.671
Hard,26,16.6,8.45,0.336
Medium,25,27.8,34.81,1.614
Hard,45,49.6,19.24,0.915
Medium,10,21.7,9.86,0.417
Hard,42,53.9,19.75,0.779
Soft,17,51.9,100.0,4.393
Medium,17,48.5,31.94,1.511
Soft,3,15.1,2.35,0.116
Soft,42,35.6,100.0,4.548
Medium,17,21.1,19.05,0.784
Medium,34,38.6,64.8,3.068
Soft,19,49.6,100.0,4.626
Soft,34,30.6,100.0,4.385
Soft,4,49.3,24.48,1.039
Hard,22,53.3,9.35,0.426
Medium,16,51.7,32.51,1.401
Medium,39,44.3,81.91,4.1
Hard,20,50.5,8.06,0.32
Hard,30,48.9,13.48,0.626
Soft,9,43.2,67.25,3.174
Medium,43,31.2,71.42,3.237
Medium,12,49.2,19.82,0.812
Soft,16,23.5,57.47,2.701
Hard,35,22.5,11.57,0.526
Medium,0,46.0,0.0,0.0
Soft,3,21.7,5.0,0.258
Soft,31,32.9,100.0,4.555
Hard,3,40.6,1.08,0.049
Medium,34,32.3,55.27,2.5
Soft,21,48.6,100.0,4.59
Medium,2,48.8,2.37,0.109
Soft,40,24.4,100.0,4.972
Hard,15,34.7,4.85,0.187
Medium,12,44.0,19.91,0.822
Medium,40,38.7,74.2,3.527
Hard,18,51.0,7.55,0.315
Medium,9,28.5,10.85,0.5
Hard,6,53.1,2.16,0.107
Hard,9,45.7,3.51,0.181
Hard,2,52.9,0.69,0.031
Medium,44,38.8,84.04,3.683
Hard,2,30.7,0.67,0.03
Medium,2,24.1,1.52,0.071
Hard,35,34.7,12.79,0.644
Medium,6,22.0,5.42,0.224
Soft,10,16.5,15.1,0.673
Medium,1,44.1,1.0,0.048
Soft,8,50.7,71.94,2.791
Hard,2,53.1,0.75,0.029
Hard,5,21.4,1.59,0.075
Medium,1,53.6,1.13,0.054
Soft,7,46.7,51.85,2.393
Soft,26,48.8,100.0,4.136
Hard,36,48.9,14.46,0.66
Soft,19,23.2,79.6,3.153
Hard,7,23.3,2.26,0.092
Medium,45,54.8,100.0,4.944
Hard,16,30.3,5.08,0.205
Soft,27,35.8,100.0,5.07
Hard,13,32.8,4.16,0.186
Soft,17,15.9,28.63,1.48
Medium,31,19.8,36.43,1.56
Medium,14,28.5,17.79,0.872
Medium,18,45.3,36.55,1.892
Medium,24,40.8,41.35,1.619
Soft,4,17.2,4.4,0.189
Soft,19,54.1,100.0,4.491
Medium,18,41.4,32.29,1.265
Medium,28,29.8,40.31,1.597
Medium,34,52.7,76.38,3.882
Soft,27,16.1,58.51,2.67
Medium,30,46.9,59.58,2.748
Medium,44,30.3,76.39,3.295
Hard,43,31.0,15.18,0.777
Soft,20,24.8,84.99,4.004
Medium,15,53.3,30.02,1.3
Hard,38,40.7,13.84,0.683
Hard,4,41.8,1.39,0.065
Hard,22,18.1,7.45,0.363
Soft,37,15.6,79.46,3.715
Hard,41,51.1,16.47,0.681
Hard,12,34.5,3.84,0.155
Hard,20,21.9,6.86,0.312
Medium,45,16.3,60.22,2.966
Soft,40,29.4,100.0,4.184
Medium,20,32.5,30.59,1.553
Soft,13,27.8,56.83,2.203
Medium,12,35.9,17.26,0.875
Soft,29,35.5,100.0,4.378
Hard,34,43.2,13.15,0.522
Hard,29,53.1,12.74,0.519
Hard,41,20.8,14.47,0.707
Hard,26,34.5,9.46,0.489
Soft,30,42.1,100.0,4.025
Soft,13,49.0,100.0,4.971
Soft,29,28.5,100.0,4.539
Hard,35,45.6,14.3,0.609
Medium,28,26.3,38.5,1.673
Hard,26,19.0,8.58,0.34
Hard,11,49.6,3.89,0.183
Soft,3,38.9,11.25,0.56
Medium,2,51.9,2.54,0.111
Medium,41,44.4,89.18,3.687
Hard,6,30.7,2.13,0.085
Soft,28,49.8,100.0,4.824
Medium,5,32.3,5.85,0.241
Medium,14,22.2,15.51,0.743
Hard,16,30.7,5.02,0.198
Medium,22,19.7,25.6,1.143
Hard,36,41.4,15.15,0.659
Hard,14,16.9,4.37,0.219
Medium,26,41.2,52.59,2.535
Medium,23,15.7,24.46,1.245
Medium,25,34.2,39.12,2.004
Medium,29,29.7,48.98,1.933
Medium,22,21.8,26.26,1.294
Hard,42,38.6,16.7,0.652
Hard,1,40.2,0.35,0.016
Soft,18,16.7,37.24,1.792
Medium,6,49.8,8.85,0.449
Medium,36,24.2,47.52,2.311
Hard,30,52.1,11.38,0.556
Medium,32,31.9,53.23,2.499
Hard,11,23.4,3.69,0.184
Soft,31,39.1,100.0,4.096
Soft,30,47.4,100.0,4.668
Medium,9,38.9,14.17,0.614
Soft,43,40.6,100.0,4.724
Medium,9,35.8,11.84,0.581
Soft,37,20.0,100.0,5.017
Hard,32,49.1,13.17,0.595
Soft,20,20.3,60.2,2.464
Hard,15,50.5,5.72,0.259
Hard,24,31.1,9.11,0.36
Soft,20,46.8,100.0,4.017
Hard,20,28.8,7.04,0.284
Hard,33,52.8,14.79,0.76
Soft,12,49.1,100.0,4.495
Medium,40,50.6,92.1,3.7
Soft,35,24.1,100.0,4.516
Medium,35,23.4,46.43,2.028
Medium,23,41.6,39.83,1.914
Soft,36,19.1,100.0,4.307
Medium,6,32.0,7.08,0.345
Medium,18,34.5,26.01,1.01
Medium,33,38.2,63.69,3.224
Hard,16,21.2,5.39,0.268
Soft,18,39.6,100.0,4.043
Hard,24,18.6,7.87,0.389
Soft,34,15.5,62.71,3.056
Hard,15,23.9,4.43,0.179
Hard,43,46.5,18.32,0.752
Hard,35,44.2,13.98,0.72
Soft,4,39.7,19.47,0.967
Medium,36,22.8,53.52,2.555
Medium,25,24.5,34.25,1.749
Hard,22,24.6,6.76,0.326
Hard,15,47.2,6.35,0.299
Hard,19,44.6,6.89,0.276
Hard,29,36.4,10.17,0.515
Hard,4,50.9,1.42,0.056
Soft,19,20.2,53.81,2.638
Hard,14,54.6,5.86,0.292
Medium,33,25.4,49.88,2.352
Hard,16,39.4,5.39,0.276
Soft,24,41.9,100.0,4.968
Soft,11,39.4,82.44,3.574
Hard,39,23.4,14.3,0.699
Hard,19,28.0,6.75,0.273
Soft,33,21.9,100.0,4.31
Hard,24,27.1,8.05,0.401
Medium,14,40.9,21.21,1.074
Hard,19,42.0,6.55,0.333
Medium,45,54.0,100.0,5.155
Medium,5,29.4,5.69,0.293
Medium,11,36.9,15.58,0.628
Soft,2,22.1,2.64,0.118
Hard,0,27.2,0.0,0.0
Hard,30,46.9,12.47,0.58
Soft,32,23.4,100.0,4.205
Medium,3,24.1,2.79,0.109
Soft,12,40.0,89.54,3.652
Medium,21,39.0,38.26,1.498
Hard,35,43.2,15.15,0.755
Soft,13,40.6,96.99,4.016
Soft,14,23.8,49.77,2.272
Soft,32,41.9,100.0,4.349
Soft,8,30.4,34.74,1.709
Soft,40,44.9,100.0,4.24
Hard,12,43.9,4.57,0.229
Soft,10,28.2,45.09,2.121
Medium,18,27.3,24.91,1.148
Medium,34,24.1,46.14,1.803
Soft,10,44.4,77.18,3.524
Medium,38,31.9,71.24,3.129
Soft,15,15.1,21.59,0.909
Medium,7,50.0,11.12,0.51
Hard,26,36.2,10.47,0.461
Medium,25,30.8,40.46,1.692
Hard,33,38.7,12.33,0.568
Medium,39,24.0,51.43,2.115
Hard,43,19.1,13.74,0.671
Soft,27,45.6,100.0,4.643
Soft,36,50.5,100.0,4.883
Medium,24,37.4,43.76,1.851
Hard,41,26.3,15.79,0.792
Medium,33,30.6,49.95,2.417
Hard,31,28.2,11.29,0.435
Medium,20,34.4,33.03,1.641
Medium,21,37.2,32.89,1.478
Soft,15,15.5,21.28,0.99
Medium,27,19.4,33.18,1.604
Soft,23,41.6,100.0,4.108
Medium,6,21.8,6.3,0.3
Medium,3,42.1,3.5,0.156
Hard,31,34.3,11.84,0.58
Hard,30,50.3,11.9,0.602
Medium,30,53.7,73.21,3.4
Hard,1,15.3,0.25,0.01
Medium,25,50.8,49.34,2.427
Hard,30,47.1,12.05,0.479
Soft,9,53.6,89.85,3.497
Hard,18,20.0,6.13,0.244
Medium,2,45.1,2.54,0.103
Hard,39,48.4,17.03,0.733
Soft,18,28.1,90.33,4.101
Soft,18,48.0,100.0,4.018
Medium,33,55.0,74.91,3.755
Medium,40,24.1,63.56,2.598
Soft,17,52.6,100.0,4.598
Soft,0,15.8,0.0,0.0
Hard,13,37.3,4.98,0.218
Hard,41,18.4,13.87,0.589
Soft,13,22.3,43.09,1.721
Hard,25,44.7,9.25,0.382
Hard,39,30.0,13.28,0.527
Soft,16,43.8,100.0,4.297
Hard,22,17.2,6.59,0.282
Soft,43,46.9,100.0,4.705
Soft,3,16.2,2.41,0.118
Soft,3,41.9,13.21,0.591
Hard,27,28.1,9.16,0.444
Medium,25,45.6,46.68,2.303
Hard,12,31.0,4.19,0.194
Medium,45,28.9,80.44,3.125
Hard,11,39.3,4.29,0.198
Hard,45,22.4,13.87,0.628
Soft,10,17.9,16.69,0.729
Hard,0,18.2,0.0,0.0
Soft,32,39.7,100.0,4.598
Hard,15,43.4,6.23,0.284
Hard,22,52.6,8.83,0.394
Medium,6,46.5,8.68,0.338
Medium,32,43.2,67.85,2.614
Soft,7,42.4,43.98,2.236
Hard,10,52.2,4.12,0.19
Hard,2,33.5,0.69,0.031
Hard,0,51.1,0.0,0.0
Hard,23,50.0,9.07,0.442
Medium,26,22.9,35.82,1.8
Medium,19,32.4,28.0,1.393
Soft,17,19.4,42.56,2.181
Hard,9,53.0,3.47,0.16
Hard,23,49.6,9.45,0.44
Soft,5,32.2,18.98,0.759
Hard,15,27.2,4.71,0.232
Medium,37,41.3,72.63,2.965
Soft,40,48.4,100.0,4.595
Soft,8,25.8,27.4,1.19
Hard,25,34.8,9.51,0.373
Soft,26,18.3,67.59,3.285
Hard,45,31.3,15.69,0.734
Soft,20,32.2,100.0,4.519
Medium,45,20.4,68.06,2.731
Hard,12,15.7,3.39,0.133
Hard,14,16.3,4.68,0.241
Soft,22,29.6,100.0,3.982
Hard,36,49.6,13.86,0.685
Hard,27,31.6,10.63,0.417
Medium,16,21.1,17.49,0.86
Hard,35,48.6,14.06,0.659
Hard,2,30.7,0.66,0.03
Hard,40,55.0,18.42,0.853
Hard,17,24.5,5.39,0.249
Medium,38,49.2,88.76,4.014
Soft,43,48.6,100.0,4.227
Soft,5,52.0,35.52,1.661
Medium,30,20.8,42.07,1.919
Soft,29,40.9,100.0,4.563
Soft,20,54.1,100.0,4.563
Soft,25,32.3,100.0,4.064
Soft,24,26.0,100.0,5.0
Soft,36,42.9,100.0,4.101
Hard,20,36.7,7.81,0.379
Hard,9,48.3,3.21,0.137
Soft,27,15.6,48.15,2.415
Hard,35,47.6,14.78,0.684
Soft,23,40.7,100.0,5.166
Medium,30,50.1,63.73,2.964
Soft,37,18.3,100.0,4.185
Medium,5,39.6,6.7,0.305
Medium,33,33.3,61.18,2.801
Medium,12,28.4,15.01,0.615
Medium,7,16.3,5.62,0.279
Soft,7,42.6,42.99,1.819
Soft,22,45.5,100.0,4.823
Soft,43,49.7,100.0,4.637
Soft,0,50.0,0.0,0.0
Soft,42,44.9,100.0,4.34
Hard,7,45.7,2.41,0.112
Hard,33,23.6,10.36,0.477
Hard,15,45.3,5.55,0.218
Soft,1,33.5,2.09,0.082
Hard,31,17.6,9.6,0.427
Soft,32,23.6,100.0,4.336
Medium,24,31.0,38.47,1.676
Hard,28,23.0,8.8,0.432
Medium,16,51.3,29.5,1.421
Soft,4,36.1,14.94,0.697
Hard,6,15.3,1.76,0.075
Hard,40,36.4,15.22,0.771
Medium,23,29.8,32.21,1.638
Hard,15,27.9,5.3,0.214
Soft,29,30.9,100.0,4.527
Hard,39,50.6,17.61,0.795
Soft,31,28.1,100.0,4.889
Hard,40,30.5,14.18,0.567
Medium,17,38.9,29.95,1.219
Soft,29,36.8,100.0,3.936
Hard,44,34.2,15.99,0.618
Soft,3,38.2,11.12,0.544
Medium,9,38.4,12.84,0.528
Soft,7,35.1,34.74,1.382
Soft,5,44.6,29.07,1.413
Soft,0,17.1,0.0,0.0
Hard,28,41.9,10.95,0.537
Medium,10,36.5,12.91,0.666
Medium,28,52.4,65.49,3.193
Soft,6,50.0,41.91,1.812
Soft,16,36.1,100.0,4.625
Hard,12,39.0,4.04,0.206
Medium,31,39.8,61.56,2.362
Medium,18,20.7,21.77,0.905
Medium,2,21.6,1.41,0.066
Soft,41,42.3,100.0,4.869
Hard,10,43.4,3.78,0.16
Medium,29,24.4,38.09,1.502
Medium,1,15.5,0.58,0.028
Soft,5,29.5,18.35,0.861
Hard,2,27.8,0.6,0.031
Hard,37,19.2,13.28,0.566
Soft,36,45.5,100.0,4.921
Hard,41,31.4,13.8,0.534
Hard,40,31.2,15.31,0.619
Soft,27,28.2,100.0,4.552
Hard,11,19.5,3.7,0.159
Hard,7,40.2,2.31,0.101
Medium,31,15.6,33.85,1.561
Medium,44,36.9,88.59,4.105
Hard,33,25.3,11.46,0.491
Soft,26,52.4,100.0,4.735
Soft,12,53.8,100.0,3.962
Hard,2,53.1,0.73,0.032
Medium,41,40.9,92.09,4.444
Medium,4,31.5,4.5,0.191
Soft,24,50.0,100.0,4.473
Hard,6,30.4,1.96,0.082
Medium,32,15.9,36.78,1.471
Medium,2,44.2,2.42,0.115
Soft,2,18.3,2.01,0.095
Soft,29,16.9,74.77,3.823
Hard,43,19.2,14.5,0.726
Soft,23,34.5,100.0,4.039
Hard,40,43.8,17.14,0.678
Soft,27,28.8,100.0,4.967
Hard,16,23.4,5.74,0.242
Medium,27,53.6,61.98,2.583
Soft,2,31.1,5.22,0.268
Medium,45,36.6,79.86,3.949
Medium,14,28.7,19.67,0.935
Medium,39,48.9,92.68,4.541
Hard,9,26.8,3.18,0.156
Hard,31,29.2,11.96,0.547
Soft,24,31.5,100.0,4.494
Hard,9,19.3,2.57,0.1
Medium,19,24.8,22.71,1.164
Soft,21,32.3,100.0,4.99
Soft,28,19.2,94.49,4.086
Medium,7,18.8,6.0,0.291
Medium,4,32.9,4.72,0.237
Hard,33,40.8,11.75,0.527
Soft,42,22.5,100.0,4.477
Hard,14,41.6,4.84,0.223
Soft,15,52.4,100.0,4.639
Hard,12,37.5,4.46,0.174
Soft,14,21.5,39.78,1.918
Medium,10,42.4,16.64,0.661
Soft,33,51.5,100.0,4.836
Hard,20,26.7,6.34,0.243
Soft,37,50.6,100.0,4.263
Medium,16,42.9,26.34,1.227
Soft,18,45.5,100.0,3.978
Medium,35,20.8,46.12,2.089
Soft,28,28.3,100.0,3.875
Hard,6,48.0,2.16,0.086
Hard,10,43.2,3.43,0.141
Medium,42,25.4,62.35,2.522
Medium,23,24.5,28.15,1.292
Medium,39,33.8,71.78,3.515
Hard,26,53.2,10.23,0.406
Soft,25,17.8,61.9,2.414
Soft,20,26.1,100.0,4.535
Soft,19,50.8,100.0,4.585
Hard,39,54.4,17.97,0.842
Soft,38,28.6,100.0,4.335
Hard,11,32.7,3.56,0.151
Medium,13,38.1,19.14,0.82
Soft,37,38.1,100.0,4.744
Hard,21,28.2,7.73,0.361
Hard,28,51.4,11.07,0.485
Medium,8,36.0,10.98,0.522
Medium,12,21.3,12.44,0.612
Medium,5,51.8,7.62,0.319
Hard,14,24.5,4.15,0.188
Medium,43,41.2,85.68,3.57
Hard,42,45.7,15.81,0.664
Soft,39,41.9,100.0,4.251
Hard,34,15.3,9.86,0.497
Hard,27,43.2,9.94,0.389
Hard,0,38.6,0.0,0.0
Hard,34,31.3,13.15,0.554
Hard,45,30.8,17.19,0.829
Hard,42,35.5,16.75,0.709
Soft,4,42.0,20.04,0.912
Medium,3,53.2,4.75,0.228
Soft,36,45.8,100.0,5.172
Hard,10,30.9,3.48,0.173
Hard,41,16.5,13.78,0.676
Hard,20,46.1,8.46,0.344
Soft,26,19.7,88.9,4.406
Medium,18,16.1,18.35,0.876
Medium,36,35.8,67.64,3.141
Soft,16,54.9,100.0,4.055
Soft,2,29.0,4.52,0.187
Hard,26,43.9,9.59,0.373
Soft,28,52.9,100.0,4.062
Medium,4,25.0,4.0,0.178
Soft,39,30.7,100.0,5.004
Soft,4,29.2,11.09,0.452
Hard,30,17.1,9.46,0.485
Hard,43,22.6,13.24,0.509
Soft,17,21.2,54.66,2.662
Soft,25,24.8,100.0,3.921
Hard,17,33.4,6.34,0.327
